Soil_Type,Soil_pH,Organic_Carbon,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Recommended_Fertilizer,Dosage_kg_ropani
Clay,6.32,3.15,50,19,34,15.66,33.19,127.94,Maize,Vegetative,Winter,Drip,Urea,2.25
Silt,6.53,0.33,107,68,69,16.55,39.26,34.57,Maize,Sowing,Winter,Canal,MOP,0.73
Clay,7.25,0.51,134,21,11,25.45,84.88,2791.19,Wheat,Harvest,Summer,Drip,DAP,0.51
Sandy,7.03,0.23,60,72,37,26.31,45.84,169.99,Potato,Flowering,Spring,Sprinkler,MOP,2.67
Sandy,7.74,0.26,20,24,57,7.59,37.25,170.97,Wheat,Flowering,Winter,Sprinkler,Urea,3.55
Clay,4.68,0.24,93,72,37,8.69,35.61,120.52,Wheat,Vegetative,Winter,Rainfed,MOP,1.37
Sandy,5.69,2.31,52,74,96,32.54,87.4,2712.55,Potato,Flowering,Summer,Sprinkler,Urea,3.28
Silt,5.62,0.59,49,47,111,16.8,65.5,757.34,Tomato,Flowering,Spring,Rainfed,Urea,3.15
Sandy,5.08,0.84,56,15,33,16.66,48.38,246.02,Tomato,Flowering,Spring,Canal,Urea,2.66
Silt,5.66,2.27,143,15,108,17.28,56.62,676.27,Potato,Vegetative,Spring,Rainfed,DAP,3.4
Loamy,5.74,0.84,76,47,81,27.48,48.64,685.09,Potato,Vegetative,Spring,Canal,NPK,12.8
Loamy,6.59,0.76,30,57,109,24.01,60.31,610.66,Tomato,Vegetative,Spring,Canal,Urea,5.28
Loamy,7.15,0.22,103,24,27,28.3,86.61,1322.94,Tomato,Harvest,Summer,Rainfed,DAP,0.68
Loamy,6.02,0.94,66,81,29,8.76,28.08,30.36,Maize,Vegetative,Winter,Drip,MOP,1.11
Sandy,7.38,0.36,108,38,77,9.9,41.29,113.14,Wheat,Flowering,Winter,Sprinkler,DAP,1.08
Clay,5.84,1.54,142,11,17,25.42,65.22,235.32,Tomato,Vegetative,Spring,Sprinkler,DAP,1.91
Sandy,5.66,0.54,151,11,99,32.42,84.79,978.61,Maize,Flowering,Summer,Rainfed,DAP,2.26
Silt,6.66,2.48,102,16,65,10.11,34.05,105.23,Potato,Sowing,Winter,Drip,DAP,1.57
Sandy,4.59,3.38,96,25,70,23.71,87.99,2179.7,Wheat,Harvest,Summer,Rainfed,DAP,0.53
Sandy,4.82,1.0,159,67,48,20.17,51.59,583.81,Cotton,Harvest,Spring,Drip,Compost,76.31
Silt,6.17,0.55,147,43,93,19.37,61.11,727.91,Potato,Flowering,Spring,Drip,NPK,5.32
Loamy,8.27,0.55,85,52,27,12.08,44.82,136.23,Sugarcane,Sowing,Winter,Canal,MOP,2.61
Loamy,7.39,1.2,74,33,106,18.05,68.87,426.6,Maize,Flowering,Spring,Drip,DAP,0.89
Loamy,4.85,0.22,86,34,68,21.25,43.3,418.79,Rice,Flowering,Spring,Rainfed,DAP,1.4
Clay,7.89,0.44,23,50,27,32.53,82.25,1540.01,Rice,Sowing,Summer,Canal,Urea,3.63
Silt,7.43,0.99,37,42,107,7.08,34.58,65.6,Wheat,Sowing,Winter,Drip,Urea,2.67
Silt,6.94,2.88,31,52,92,22.17,64.87,437.86,Tomato,Flowering,Spring,Sprinkler,Urea,1.9
Sandy,7.78,0.67,54,26,51,37.99,72.82,2278.59,Tomato,Sowing,Summer,Sprinkler,Urea,5.0
Clay,6.12,3.17,62,16,62,13.99,37.93,167.07,Wheat,Sowing,Winter,Rainfed,DAP,1.06
Loamy,5.39,0.92,97,68,42,23.21,51.31,203.48,Maize,Flowering,Spring,Sprinkler,Compost,160.56
Clay,6.55,0.28,114,36,30,7.18,26.57,216.96,Cotton,Harvest,Winter,Drip,DAP,0.51
Silt,6.7,3.47,86,45,80,18.34,44.29,729.82,Rice,Harvest,Spring,Rainfed,MOP,0.41
Silt,6.65,1.84,83,28,69,27.33,59.1,714.97,Tomato,Flowering,Spring,Sprinkler,DAP,1.02
Sandy,6.76,1.89,112,24,23,17.21,47.92,798.64,Maize,Sowing,Spring,Canal,DAP,1.79
Sandy,8.29,0.24,122,79,42,22.77,92.37,870.66,Potato,Vegetative,Summer,Drip,Zinc Sulphate,1.61
Silt,8.11,1.57,71,66,13,37.63,65.55,1093.48,Rice,Flowering,Summer,Canal,MOP,1.69
Loamy,8.0,0.74,36,78,52,28.51,76.0,2310.02,Sugarcane,Vegetative,Summer,Canal,Urea,10.97
Loamy,7.71,0.21,52,62,11,27.55,68.75,530.37,Wheat,Harvest,Spring,Canal,Urea,0.86
Clay,8.27,1.0,91,78,49,15.19,41.5,638.27,Potato,Vegetative,Spring,Rainfed,Zinc Sulphate,1.31
Silt,4.89,0.36,100,11,59,9.03,54.78,200.15,Maize,Flowering,Winter,Rainfed,DAP,2.59
Silt,5.56,0.69,64,27,104,35.93,86.87,1267.22,Wheat,Vegetative,Summer,Rainfed,DAP,2.77
Loamy,6.48,0.54,96,41,72,21.25,43.45,281.74,Maize,Harvest,Spring,Canal,Zinc Sulphate,0.48
Loamy,7.89,0.67,87,38,58,11.54,40.23,247.01,Tomato,Vegetative,Winter,Canal,DAP,2.01
Silt,6.52,0.84,69,58,119,34.52,77.81,2686.69,Wheat,Harvest,Summer,Drip,Compost,78.99
Sandy,7.49,0.67,21,89,103,19.33,58.23,583.89,Wheat,Harvest,Spring,Sprinkler,Urea,0.96
Silt,5.06,0.92,140,84,73,31.07,65.75,928.9,Maize,Vegetative,Summer,Sprinkler,Compost,251.93
Silt,5.51,0.51,53,69,59,15.35,25.73,152.04,Sugarcane,Sowing,Winter,Drip,Urea,4.7
Loamy,7.43,2.97,35,37,19,20.84,60.61,572.33,Rice,Sowing,Spring,Canal,Urea,2.19
Loamy,5.16,1.35,143,36,94,14.61,41.24,170.15,Maize,Sowing,Winter,Sprinkler,DAP,1.34
Sandy,5.91,0.49,83,17,32,13.39,51.11,248.81,Potato,Sowing,Winter,Rainfed,DAP,2.94
Sandy,5.56,0.86,84,81,46,22.42,65.55,735.79,Sugarcane,Harvest,Spring,Sprinkler,Zinc Sulphate,0.59
Clay,5.9,1.67,32,32,81,7.03,48.18,145.48,Cotton,Flowering,Winter,Drip,Urea,1.5
Silt,7.33,0.93,59,41,19,20.66,49.07,690.02,Potato,Sowing,Spring,Canal,Urea,3.95
Loamy,5.97,0.68,86,24,34,12.11,46.03,219.43,Wheat,Harvest,Winter,Sprinkler,DAP,0.51
Sandy,6.72,1.74,33,77,42,6.14,29.18,147.34,Wheat,Vegetative,Winter,Rainfed,Urea,4.46
Clay,4.9,0.24,139,49,26,9.91,44.73,142.79,Rice,Vegetative,Winter,Sprinkler,MOP,2.55
Clay,7.72,0.68,139,66,33,10.38,47.99,235.26,Rice,Harvest,Winter,Rainfed,MOP,0.41
Loamy,5.98,0.89,77,56,58,20.39,69.46,760.0,Potato,Harvest,Spring,Canal,Zinc Sulphate,0.54
Loamy,7.09,0.23,111,19,115,24.53,73.36,714.74,Tomato,Vegetative,Spring,Canal,DAP,3.15
Clay,7.4,0.86,65,65,39,23.92,57.47,714.65,Wheat,Sowing,Spring,Sprinkler,MOP,0.58
Sandy,5.34,1.94,109,61,74,5.52,42.17,77.21,Wheat,Flowering,Winter,Sprinkler,Compost,98.91
Clay,8.04,2.05,145,72,90,8.56,51.78,121.42,Maize,Flowering,Winter,Sprinkler,Zinc Sulphate,0.86
Silt,6.96,0.35,129,60,37,33.82,66.98,1274.06,Rice,Flowering,Summer,Rainfed,MOP,1.48
Silt,6.21,2.4,134,88,22,36.06,84.46,2996.83,Maize,Vegetative,Summer,Drip,MOP,1.65
Loamy,5.23,0.99,140,79,66,28.47,93.95,1752.77,Maize,Vegetative,Summer,Rainfed,Compost,285.62
Sandy,8.27,0.67,52,18,69,27.23,81.56,2346.52,Tomato,Harvest,Summer,Rainfed,Urea,1.54
Sandy,7.52,0.52,65,50,19,25.83,66.62,191.42,Wheat,Vegetative,Spring,Sprinkler,MOP,1.21
Silt,5.33,0.94,101,49,74,17.42,33.31,90.53,Rice,Harvest,Winter,Sprinkler,Compost,77.98
Clay,5.85,3.37,144,25,93,32.68,80.2,1201.86,Sugarcane,Harvest,Summer,Sprinkler,DAP,0.51
Loamy,7.74,0.88,73,34,16,18.25,58.37,699.88,Tomato,Sowing,Spring,Canal,DAP,1.67
Clay,7.28,1.62,85,19,69,17.4,32.26,126.96,Rice,Sowing,Winter,Canal,DAP,1.07
Clay,7.56,0.67,151,39,72,22.92,42.43,544.86,Maize,Sowing,Spring,Sprinkler,DAP,1.35
Clay,6.26,0.7,73,18,105,34.93,74.55,2141.71,Maize,Flowering,Summer,Rainfed,DAP,1.7
Sandy,7.37,0.57,133,49,42,9.58,51.09,92.2,Wheat,Flowering,Winter,Sprinkler,MOP,0.53
Silt,6.05,2.95,23,66,35,34.2,72.7,2397.43,Cotton,Flowering,Summer,Drip,Urea,1.79
Sandy,5.35,0.67,99,55,118,5.56,43.76,186.44,Rice,Sowing,Winter,Sprinkler,Compost,551.18
Silt,7.03,0.45,92,16,80,34.77,65.63,1491.85,Tomato,Flowering,Summer,Sprinkler,DAP,1.63
Loamy,8.4,0.68,46,52,47,7.33,25.04,245.51,Sugarcane,Flowering,Winter,Rainfed,Urea,5.93
Loamy,5.74,2.69,44,57,63,28.97,73.19,2623.57,Rice,Flowering,Summer,Canal,Urea,2.02
Clay,6.34,1.29,112,85,54,35.09,78.47,2127.52,Rice,Harvest,Summer,Sprinkler,Zinc Sulphate,0.54
Silt,7.2,0.64,99,66,113,10.1,35.59,242.39,Maize,Flowering,Winter,Canal,Compost,263.44
Silt,6.67,3.03,111,26,67,23.92,70.94,1656.07,Potato,Flowering,Summer,Canal,DAP,1.3
Silt,7.87,0.3,39,34,50,22.61,51.41,397.29,Tomato,Harvest,Spring,Sprinkler,Urea,1.18
Clay,7.55,0.26,72,16,54,17.32,50.74,128.42,Wheat,Sowing,Winter,Drip,DAP,1.36
Clay,4.73,0.37,102,64,100,30.71,67.62,2026.81,Sugarcane,Flowering,Summer,Sprinkler,Compost,385.41
Loamy,8.49,0.35,93,28,43,6.84,25.82,296.97,Sugarcane,Flowering,Winter,Rainfed,DAP,1.99
Sandy,7.51,0.31,149,41,85,19.81,43.06,186.73,Rice,Sowing,Spring,Canal,NPK,7.39
Silt,7.96,1.23,22,41,85,21.32,74.61,590.49,Rice,Vegetative,Spring,Rainfed,Urea,5.15
Silt,7.1,0.98,122,35,67,19.08,48.02,363.33,Potato,Flowering,Spring,Canal,DAP,1.37
Sandy,7.93,2.85,85,81,88,16.84,62.26,454.05,Tomato,Vegetative,Spring,Canal,Zinc Sulphate,0.91
Silt,4.95,2.79,128,31,93,17.78,49.95,593.12,Potato,Sowing,Spring,Canal,DAP,1.9
Clay,5.89,2.72,34,64,19,16.37,62.86,742.65,Tomato,Harvest,Spring,Rainfed,Urea,0.81
Clay,8.01,0.47,154,66,119,22.09,86.53,2068.87,Sugarcane,Flowering,Summer,Sprinkler,Zinc Sulphate,1.25
Silt,5.31,1.69,147,17,99,23.88,47.36,686.53,Sugarcane,Vegetative,Spring,Sprinkler,DAP,2.69
Clay,4.81,0.95,101,55,26,14.93,25.1,190.34,Tomato,Vegetative,Winter,Rainfed,MOP,4.31
Clay,7.65,2.43,90,14,83,6.41,33.44,137.84,Cotton,Sowing,Winter,Rainfed,DAP,1.51
Silt,7.84,0.5,60,21,70,23.59,67.48,442.89,Cotton,Sowing,Spring,Rainfed,DAP,1.91
Loamy,5.15,0.28,145,36,20,27.19,91.84,1164.18,Sugarcane,Vegetative,Summer,Drip,DAP,2.57
Sandy,7.92,2.9,142,20,26,27.86,93.1,1686.01,Wheat,Flowering,Summer,Canal,DAP,1.17
Clay,7.25,2.59,52,45,84,17.76,52.42,255.6,Cotton,Flowering,Winter,Sprinkler,Urea,1.05
Loamy,6.58,0.57,83,61,24,28.34,83.54,1555.55,Maize,Sowing,Summer,Drip,MOP,1.06
Clay,7.82,0.94,153,11,13,27.36,43.88,402.06,Tomato,Flowering,Spring,Rainfed,DAP,1.59
Clay,6.18,0.28,82,83,98,9.96,52.04,227.07,Maize,Harvest,Winter,Drip,Zinc Sulphate,0.46
Sandy,5.28,3.01,145,80,109,33.13,66.58,1681.99,Potato,Sowing,Summer,Drip,Compost,230.19
Clay,5.64,0.34,27,21,62,24.49,71.33,305.86,Tomato,Sowing,Spring,Rainfed,Urea,4.8
Sandy,6.52,0.29,112,64,56,15.68,69.41,392.08,Maize,Sowing,Spring,Canal,Zinc Sulphate,0.62
Sandy,6.63,0.26,47,89,104,15.08,40.56,232.3,Rice,Flowering,Winter,Drip,Urea,1.86
Sandy,7.72,0.76,72,40,55,28.22,87.23,2474.44,Tomato,Sowing,Summer,Rainfed,DAP,2.42
Loamy,7.67,0.33,139,41,38,26.5,63.76,222.18,Cotton,Vegetative,Spring,Drip,MOP,1.32
Silt,6.83,2.72,143,10,40,9.45,41.6,82.96,Potato,Sowing,Winter,Sprinkler,DAP,1.74
Loamy,7.62,1.69,74,68,82,13.16,34.96,156.45,Potato,Vegetative,Winter,Sprinkler,NPK,9.81
Silt,5.27,0.54,73,34,57,7.5,32.31,262.69,Rice,Flowering,Winter,Sprinkler,DAP,1.02
Silt,4.7,1.38,80,78,65,6.9,49.46,166.09,Wheat,Harvest,Winter,Rainfed,Compost,80.39
Sandy,7.99,0.26,116,77,74,26.21,42.36,781.22,Sugarcane,Vegetative,Spring,Rainfed,Zinc Sulphate,1.68
Clay,4.8,0.7,73,53,12,29.18,68.3,1861.58,Sugarcane,Sowing,Summer,Canal,MOP,3.8
Sandy,5.49,0.58,48,52,13,17.19,28.19,214.53,Wheat,Sowing,Winter,Canal,Urea,3.44
Clay,7.28,0.5,100,24,28,20.76,47.3,523.05,Tomato,Sowing,Spring,Sprinkler,DAP,1.56
Silt,6.14,2.58,128,22,50,22.62,70.08,233.07,Cotton,Harvest,Spring,Sprinkler,DAP,0.51
Sandy,8.01,0.37,46,78,31,27.69,44.27,379.32,Potato,Flowering,Spring,Canal,Urea,4.88
Clay,5.69,2.9,134,79,81,25.8,85.09,2868.7,Wheat,Harvest,Summer,Drip,NPK,1.1
Loamy,4.55,1.36,159,54,34,27.97,88.38,1446.09,Potato,Harvest,Summer,Sprinkler,MOP,1.01
Clay,5.7,1.44,145,34,13,25.64,86.78,1714.55,Sugarcane,Flowering,Summer,Drip,DAP,1.02
Sandy,6.81,1.03,42,34,118,23.17,93.56,2531.3,Sugarcane,Sowing,Summer,Sprinkler,Urea,7.01
Loamy,6.0,2.33,69,19,62,31.66,87.14,2001.25,Potato,Flowering,Summer,Rainfed,DAP,1.74
Clay,6.64,0.92,94,71,60,16.93,39.62,188.74,Wheat,Vegetative,Winter,Rainfed,NPK,5.37
Clay,8.01,0.84,107,21,87,32.69,85.8,2003.46,Rice,Vegetative,Summer,Canal,DAP,2.54
Clay,8.15,0.64,78,76,14,16.54,44.03,257.44,Potato,Harvest,Winter,Sprinkler,MOP,0.94
Clay,5.56,2.36,28,38,59,13.13,28.11,106.83,Wheat,Flowering,Winter,Sprinkler,Urea,1.7
Clay,6.35,0.9,52,52,59,21.92,45.46,505.58,Rice,Harvest,Spring,Drip,Urea,0.51
Loamy,6.7,2.25,89,46,68,15.51,40.59,185.38,Cotton,Harvest,Winter,Sprinkler,MOP,0.41
Silt,8.3,0.51,25,78,102,5.9,42.33,63.27,Potato,Flowering,Winter,Rainfed,Urea,5.02
Loamy,8.49,0.6,151,20,30,31.91,72.85,917.35,Sugarcane,Sowing,Summer,Rainfed,DAP,2.89
Loamy,5.44,0.61,22,49,88,29.42,92.74,1676.92,Maize,Sowing,Summer,Sprinkler,Urea,4.49
Loamy,7.41,1.79,45,72,32,28.08,70.39,1395.61,Maize,Harvest,Summer,Rainfed,Urea,0.94
Silt,6.01,0.33,53,31,90,35.81,92.15,2998.54,Sugarcane,Harvest,Summer,Rainfed,Urea,2.54
Sandy,4.53,0.79,66,24,12,30.31,74.38,1478.38,Wheat,Vegetative,Summer,Canal,DAP,3.2
Silt,4.54,0.76,155,18,106,9.35,47.27,216.36,Tomato,Sowing,Winter,Drip,DAP,2.17
Loamy,6.34,0.3,95,79,59,26.77,59.04,496.38,Potato,Flowering,Spring,Drip,SSP,2.47
Clay,6.45,0.73,155,73,63,29.67,68.9,2745.89,Potato,Harvest,Summer,Sprinkler,Zinc Sulphate,0.59
Clay,4.59,0.87,51,15,100,22.41,89.8,2287.71,Potato,Harvest,Summer,Rainfed,Urea,1.43
Loamy,7.25,0.28,40,52,25,27.46,65.07,1550.02,Sugarcane,Vegetative,Summer,Rainfed,Urea,11.29
Clay,5.68,0.86,110,29,15,9.08,32.05,227.63,Tomato,Sowing,Winter,Canal,DAP,1.54
Loamy,6.74,2.07,108,52,50,13.26,33.8,41.57,Tomato,Flowering,Winter,Rainfed,SSP,1.91
Clay,5.7,2.92,90,71,63,16.08,49.6,173.08,Wheat,Harvest,Spring,Drip,Urea,0.51
Silt,5.17,0.89,61,76,19,28.08,89.96,1995.78,Wheat,Flowering,Summer,Sprinkler,MOP,0.75
Sandy,6.13,0.87,54,61,38,9.63,42.09,212.46,Sugarcane,Sowing,Winter,Canal,Urea,5.64
Sandy,5.43,0.57,149,83,68,28.38,72.87,2649.18,Tomato,Vegetative,Summer,Sprinkler,Compost,394.09
Silt,6.64,1.45,125,35,90,6.93,54.49,141.97,Maize,Harvest,Winter,Sprinkler,DAP,0.51
Silt,5.3,0.56,95,40,112,12.75,31.52,63.51,Sugarcane,Harvest,Winter,Canal,Compost,223.02
Loamy,6.53,0.79,71,64,55,31.28,91.54,2743.41,Potato,Flowering,Summer,Canal,MOP,2.39
Loamy,5.13,0.2,36,77,87,15.59,54.58,143.38,Tomato,Vegetative,Winter,Drip,Urea,4.6
Loamy,7.18,0.65,105,66,21,30.54,85.74,1152.87,Wheat,Vegetative,Summer,Rainfed,MOP,1.35
Clay,7.52,0.29,28,33,111,17.48,47.77,768.05,Cotton,Sowing,Spring,Canal,Urea,3.96
Loamy,4.94,1.5,22,74,38,31.73,84.99,1547.06,Potato,Flowering,Summer,Rainfed,Urea,4.28
Silt,6.37,0.93,41,35,87,34.24,75.96,1537.49,Maize,Harvest,Summer,Rainfed,Urea,1.11
Sandy,4.78,0.94,55,58,81,20.73,60.15,328.99,Tomato,Sowing,Spring,Canal,Urea,4.31
Clay,6.89,0.57,37,47,58,22.6,53.04,160.52,Tomato,Vegetative,Spring,Canal,Urea,4.18
Loamy,5.56,2.67,100,45,113,35.01,66.78,892.5,Tomato,Sowing,Summer,Canal,NPK,5.27
Clay,6.61,0.2,46,63,49,9.97,46.43,82.44,Tomato,Flowering,Winter,Rainfed,Urea,2.85
Clay,6.57,0.63,137,18,90,33.49,89.9,2116.12,Wheat,Flowering,Summer,Sprinkler,DAP,1.13
Loamy,8.2,3.17,115,51,52,25.61,44.92,199.69,Maize,Vegetative,Spring,Drip,Zinc Sulphate,0.71
Clay,6.7,1.85,36,33,112,37.29,70.13,2680.6,Rice,Vegetative,Summer,Canal,Urea,4.31
Sandy,6.83,0.51,80,49,96,27.85,58.72,527.13,Sugarcane,Vegetative,Spring,Drip,NPK,15.63
Silt,6.11,0.9,36,17,16,6.72,49.78,142.2,Sugarcane,Vegetative,Winter,Sprinkler,Urea,7.17
Silt,8.3,0.9,67,63,21,22.29,76.17,1639.46,Maize,Harvest,Summer,Drip,MOP,0.41
Sandy,7.61,3.33,35,20,89,7.56,27.69,133.77,Rice,Flowering,Winter,Rainfed,Urea,2.42
Clay,5.64,0.27,46,86,22,20.06,53.55,239.56,Potato,Vegetative,Spring,Sprinkler,Urea,5.17
Loamy,7.88,0.75,33,65,70,25.13,83.01,2428.08,Cotton,Harvest,Summer,Rainfed,Urea,1.1
Clay,6.23,0.44,111,38,56,15.62,65.71,177.12,Cotton,Sowing,Spring,Rainfed,DAP,1.08
Sandy,7.81,0.23,130,51,28,25.42,43.6,396.76,Cotton,Harvest,Spring,Rainfed,MOP,0.49
Clay,7.79,0.39,135,15,12,22.12,79.47,2180.94,Maize,Vegetative,Summer,Sprinkler,DAP,3.47
Silt,5.26,1.14,136,12,116,8.09,34.01,229.37,Wheat,Vegetative,Winter,Drip,DAP,2.08
Clay,7.3,0.48,69,83,81,32.36,70.96,1626.43,Sugarcane,Sowing,Summer,Drip,Compost,874.06
Sandy,5.66,1.3,48,74,49,22.86,61.72,554.79,Rice,Sowing,Spring,Canal,Urea,3.04
Silt,5.69,0.47,47,21,21,36.37,69.22,1110.33,Rice,Vegetative,Summer,Rainfed,Urea,5.45
Clay,5.69,2.15,65,45,40,17.58,55.28,222.7,Tomato,Vegetative,Spring,Rainfed,NPK,9.61
Clay,7.4,2.81,79,65,44,25.9,68.7,2360.51,Cotton,Flowering,Summer,Drip,SSP,1.27
Silt,5.42,0.35,118,61,93,8.9,26.73,239.04,Potato,Vegetative,Winter,Rainfed,Compost,633.2
Loamy,4.5,0.96,71,41,101,36.83,90.89,2680.04,Cotton,Flowering,Summer,Sprinkler,Compost,182.88
Silt,7.36,0.61,87,65,75,13.36,36.15,193.9,Tomato,Sowing,Winter,Rainfed,MOP,1.78
Loamy,5.18,0.7,81,20,36,12.81,54.44,36.13,Tomato,Sowing,Winter,Sprinkler,DAP,1.82
Sandy,4.92,0.77,123,10,12,22.96,65.95,2308.88,Potato,Sowing,Summer,Canal,DAP,4.59
Sandy,5.45,0.75,158,15,57,21.43,54.21,353.66,Tomato,Vegetative,Spring,Canal,DAP,3.6
Silt,6.02,1.93,139,88,30,14.05,28.16,281.38,Rice,Vegetative,Winter,Drip,MOP,1.31
Silt,6.4,2.39,56,83,61,9.71,41.87,215.28,Sugarcane,Flowering,Winter,Drip,Urea,2.71
Sandy,4.68,0.63,143,33,16,36.95,94.31,839.33,Rice,Vegetative,Summer,Rainfed,DAP,3.29
Loamy,8.38,1.07,41,81,60,15.71,25.18,39.23,Cotton,Vegetative,Winter,Canal,Urea,3.99
Sandy,7.36,2.15,40,33,106,24.65,48.13,421.54,Cotton,Flowering,Spring,Canal,Urea,2.09
Silt,5.79,0.25,55,86,54,7.65,46.38,251.08,Maize,Sowing,Winter,Rainfed,Urea,4.43
Sandy,5.77,0.22,151,18,55,25.02,41.06,253.65,Cotton,Sowing,Spring,Canal,DAP,2.03
Silt,6.29,0.75,153,29,42,27.63,70.96,1275.71,Maize,Harvest,Summer,Canal,DAP,0.52
Silt,7.0,0.97,104,79,45,23.62,68.31,952.86,Sugarcane,Flowering,Summer,Drip,MOP,1.22
Sandy,5.09,0.56,57,32,26,11.1,30.92,84.07,Cotton,Flowering,Winter,Canal,Urea,2.49
Loamy,5.26,0.54,98,26,15,15.41,28.89,186.39,Tomato,Flowering,Winter,Drip,DAP,1.05
Clay,7.94,1.61,152,34,30,7.34,35.11,155.99,Cotton,Flowering,Winter,Rainfed,DAP,0.85
Sandy,5.53,0.98,43,47,47,29.77,82.31,2054.85,Rice,Harvest,Summer,Drip,Urea,0.8
Clay,6.02,0.42,37,12,43,26.11,67.4,2464.25,Cotton,Harvest,Summer,Canal,Urea,0.87
Sandy,7.99,2.29,112,76,58,21.5,69.67,478.95,Sugarcane,Vegetative,Spring,Rainfed,Zinc Sulphate,1.14
Clay,7.15,2.31,90,23,70,18.97,51.42,205.39,Tomato,Flowering,Spring,Canal,DAP,0.99
Loamy,5.87,0.67,121,19,67,6.43,48.13,143.36,Potato,Harvest,Winter,Canal,DAP,0.64
Loamy,7.23,2.88,109,75,85,26.56,83.07,1043.27,Wheat,Vegetative,Summer,Sprinkler,NPK,5.29
Sandy,4.58,0.35,91,80,21,16.49,28.2,270.22,Rice,Sowing,Winter,Drip,MOP,1.98
Silt,7.44,0.81,108,23,27,26.92,90.52,2644.34,Sugarcane,Sowing,Summer,Rainfed,DAP,2.82
Clay,6.45,0.42,107,19,71,9.46,31.9,148.09,Maize,Sowing,Winter,Drip,DAP,1.44
Silt,7.75,0.25,152,58,15,34.85,66.44,2022.12,Tomato,Vegetative,Summer,Drip,MOP,5.78
Silt,8.32,0.64,23,71,86,27.66,63.84,180.24,Tomato,Vegetative,Spring,Canal,Urea,6.61
Silt,8.2,0.4,156,57,104,13.89,25.25,50.34,Rice,Flowering,Winter,Drip,Zinc Sulphate,1.07
Loamy,8.14,2.35,74,12,98,23.62,73.17,487.89,Cotton,Harvest,Spring,Drip,DAP,0.51
Sandy,6.55,2.54,52,56,57,5.33,54.05,285.59,Rice,Sowing,Winter,Rainfed,Urea,2.33
Sandy,5.94,0.39,134,69,97,13.97,42.76,278.54,Maize,Vegetative,Winter,Canal,NPK,11.73
Loamy,6.36,0.23,112,34,115,9.11,46.6,214.8,Potato,Sowing,Winter,Rainfed,DAP,2.24
Loamy,7.26,2.32,50,16,20,5.72,44.54,156.33,Wheat,Sowing,Winter,Drip,Urea,1.83
Sandy,8.04,0.2,127,86,42,30.63,89.0,2317.93,Potato,Sowing,Summer,Canal,Zinc Sulphate,1.99
Silt,5.33,0.65,102,48,30,26.98,76.83,2937.08,Cotton,Sowing,Summer,Sprinkler,MOP,1.65
Clay,8.17,0.84,85,52,112,31.77,69.78,984.1,Sugarcane,Vegetative,Summer,Drip,Zinc Sulphate,1.0
Clay,7.76,3.48,133,55,33,20.31,59.77,311.13,Tomato,Sowing,Spring,Drip,MOP,1.67
Clay,8.42,2.98,104,52,64,33.46,70.28,2782.69,Wheat,Sowing,Summer,Rainfed,Zinc Sulphate,1.34
Silt,8.02,2.89,55,38,58,18.65,53.9,211.99,Tomato,Flowering,Spring,Sprinkler,Urea,1.83
Sandy,5.62,0.52,103,75,117,24.5,49.39,425.54,Potato,Flowering,Spring,Canal,Compost,315.64
Loamy,4.92,2.57,127,78,93,26.36,92.56,1077.43,Maize,Harvest,Summer,Canal,Compost,76.31
Sandy,4.95,0.52,39,36,18,12.93,29.33,55.07,Wheat,Sowing,Winter,Drip,Urea,3.58
Silt,5.66,0.48,119,12,104,18.15,72.69,744.84,Sugarcane,Flowering,Spring,Rainfed,DAP,2.1
Loamy,6.96,0.91,65,65,101,8.13,42.85,243.5,Sugarcane,Sowing,Winter,Sprinkler,Zinc Sulphate,0.51
Silt,7.72,2.32,136,73,47,10.03,28.94,50.38,Rice,Vegetative,Winter,Drip,NPK,5.34
Clay,8.1,0.27,37,30,14,17.23,63.87,620.73,Wheat,Sowing,Spring,Rainfed,Urea,4.39
Clay,7.0,0.28,116,33,110,6.05,37.04,48.52,Rice,Flowering,Winter,Drip,DAP,0.8
Silt,4.52,1.86,53,29,50,28.62,68.32,1664.51,Cotton,Vegetative,Summer,Drip,Urea,3.53
Loamy,5.25,2.96,98,61,43,6.91,42.07,175.09,Maize,Sowing,Winter,Canal,Compost,233.59
Loamy,4.9,0.99,150,22,83,23.95,91.0,2673.17,Cotton,Vegetative,Summer,Rainfed,DAP,3.24
Sandy,5.95,0.76,91,79,105,21.89,63.28,680.15,Sugarcane,Sowing,Spring,Canal,Zinc Sulphate,0.71
Clay,6.51,1.47,158,52,110,8.87,41.77,73.23,Sugarcane,Flowering,Winter,Canal,Zinc Sulphate,0.4
Sandy,4.67,1.09,36,87,72,18.77,54.92,716.74,Sugarcane,Vegetative,Spring,Sprinkler,Urea,10.73
Sandy,5.89,0.95,66,46,26,24.9,81.33,2793.76,Tomato,Sowing,Summer,Sprinkler,MOP,3.94
Silt,5.22,0.62,49,39,62,23.18,69.58,782.21,Sugarcane,Harvest,Spring,Canal,Urea,1.93
Silt,7.09,0.46,155,24,45,32.9,66.17,1914.02,Tomato,Flowering,Summer,Drip,DAP,1.45
Sandy,6.36,0.74,59,84,45,24.9,78.93,2107.03,Wheat,Flowering,Summer,Canal,Urea,2.48
